qtype,qcode,question,group,answer,e1,e2,aee1,aee2,hard,c1,c2,cchange,sd1,sd2,sd2.sd1,best,worst,aee1.ans,num,calibration,improve,propimprove
Populations,17,Germany,121,83,45,38.2,38,44.8,4.8,3.8,5.4,1.6,20,18.60645049,0.930322525,60,10,0.457831325,5,0,0,0.2
Populations,17,Germany,122,83,55.2,54.4,27.8,28.6,4.6,3.6,4.4,0.8,32.12008717,6.066300355,0.188863135,99,9,0.334939759,5,0.820782682,0,0.2
Populations,17,Germany,123,83,36.8,36,46.2,47,5.6,2.8,3,0.2,27.32581197,14.38749457,0.526516635,80,10,0.556626506,5,0.307793506,0,0.4
Populations,17,Germany,124,83,44.75,25,38.25,58,5.25,3,4.5,1.5,30.00416638,5.228129047,0.174246769,87,21,0.460843373,4,-0.632455532,0,0.25
Populations,17,Germany,125,83,48.5,56.5,34.5,26.5,6.25,1.75,3.25,1.5,20.42057786,8.062257748,0.394810461,68,20,0.415662651,4,-0.105409255,1,0.5
Populations,17,Germany,126,83,28,43.25,55,39.75,4.75,3.75,4.5,0.75,41.40853374,32.69429104,0.789554425,90,4,0.662650602,4,0.632455532,1,1
Populations,17,Germany,127,83,60,72.66666667,23,10.33333333,4.666666667,3,4,1,26.45751311,19.65536398,0.742902929,80,30,0.277108434,3,0.866025404,1,1
Populations,17,Germany,128,83,42.66666667,61,40.33333333,22,5.333333333,2.333333333,5,2.666666667,25.42308662,5.567764363,0.219004264,65,15,0.485943775,3,0.866025404,1,1
Populations,17,Germany,129,83,40.4,78,42.6,5,5.6,3.4,5,1.6,25.51078203,3.464101615,0.135789707,78,10,0.513253012,5,0.051298918,1,1
Populations,17,Germany,130,83,62,80,21,3,4.4,3.6,6.2,2.6,17.88854382,0,0,80,40,0.253012048,5,0.631578947,1,0.6
Populations,17,Germany,131,83,65.4,83,17.6,0,4,5.2,6.6,1.4,18.11905075,0,0,83,43,0.212048193,5,0.564288094,1,0.8
Populations,17,Germany,132,83,59.8,59.6,23.2,23.4,3.8,3.6,4.2,0.6,28.81319142,15.72577502,0.545783866,80,30,0.279518072,5,0.666885929,0,0.8
Populations,17,Germany,133,83,47.8,60.4,35.2,22.6,5.2,2.2,4.8,2.6,29.22670012,0.894427191,0.030603085,80,4,0.424096386,5,0.405553553,1,0.4
Populations,17,Germany,134,83,29.8,32,53.2,51,5.6,2.6,2.6,0,27.26169474,17.88854382,0.656178715,72,2,0.640963855,5,0.790569415,1,0.8
Populations,17,Germany,135,83,39.8,32.8,43.2,50.2,4,3.6,4.6,1,28.95168389,22.46552915,0.775966235,80,12,0.520481928,5,-0.210818511,0,0
Populations,17,Germany,136,83,26.5,38.75,56.5,44.25,5.75,2.25,4.75,2.5,18.50225212,2.5,0.135118686,50,6,0.680722892,4,-0.105409255,1,0.75
Populations,17,Germany,137,83,37,38.6,46,44.4,6.2,2.6,2.6,0,19.23538406,14.82565344,0.770749021,60,10,0.554216867,5,0.410391341,1,0.4
Populations,17,Germany,138,83,41.2,62.2,41.8,20.8,5.2,3.4,5.2,1.8,26.73387364,11.49782588,0.430084545,80,15,0.503614458,5,-0.9,1,0.8
Populations,17,Germany,139,83,21.8,27.4,61.2,55.6,5.2,3.6,5,1.4,11.16691542,2.408318916,0.215665546,35,5,0.737349398,5,0.461690258,1,0.4
Populations,17,Germany,140,83,56.75,81.25,26.25,1.75,5.5,3,6,3,31.21297807,1.5,0.048056933,80,14,0.31626506,4,0.948683298,1,0.75
Populations,17,Germany,141,83,43.8,62.6,39.2,20.4,5.4,3.8,5.4,1.6,34.36131546,6.985699679,0.203301288,85,6,0.472289157,5,0.288675135,1,0.6
Populations,17,Germany,142,83,45.2,80,37.8,3,4.2,3.8,6.8,3,32.72919186,0,0,80,10,0.455421687,5,0.135184518,1,0.6
Populations,17,Germany,144,83,34,54,49,29,4.75,3,4,1,31.06981386,12,0.386226968,80,12,0.590361446,4,0.4,1,0.75
Populations,17,Germany,145,83,49.8,50.8,33.2,32.2,6.2,3.2,4.6,1.4,7.758865897,3.962322551,0.510683211,60,40,0.4,5,0.20519567,1,0.2
Populations,17,Germany,146,83,44.8,32,38.2,51,5.4,2.4,3.2,0.8,30.54832238,10.95445115,0.358594198,87,5,0.460240964,5,0.447213595,0,0.2
Populations,17,Germany,147,83,33.25,27.75,49.75,55.25,5.25,3.25,4.25,1,8.995369179,5.251983752,0.583854164,42,25,0.59939759,4,0.316227766,0,0.25
Populations,17,Germany,148,83,45,80.66666667,38,2.333333333,4.333333333,4.333333333,6,1.666666667,39.73663297,1.154700538,0.029058842,82,3,0.457831325,3,1,1,0.666666667
Populations,20,Madagascar,101,26,11.6,2.8,14.4,23.2,5.6,2.6,4.8,2.2,13.50185172,0.447213595,0.03312239,35,2,0.553846154,5,-0.564288094,0,0.2
Populations,20,Madagascar,102,26,14.5,9.1,11.5,16.9,4,3.8,4.4,0.6,11.7686023,4.954795657,0.421018192,33,1.5,0.442307692,5,-0.359092423,0,0
Populations,20,Madagascar,103,26,13.4,6.8,12.6,19.2,5.8,2.4,3.6,1.2,12.25969005,2.167948339,0.176835493,35,5,0.484615385,5,0.368421053,0,0
Populations,20,Madagascar,104,26,4.2,2.4,21.8,23.6,4.4,4,5.6,1.6,3.346640106,0.547722558,0.163663418,10,2,0.838461538,5,-0.5,0,0
Populations,20,Madagascar,105,26,4.6,3.8,21.4,22.2,5.4,4.2,4.6,0.4,2.302172887,1.303840481,0.566352114,8,2,0.823076923,5,0.157894737,0,0
Populations,20,Madagascar,106,26,10.4,9.2,15.6,16.8,4.8,3.2,4,0.8,3.646916506,1.643167673,0.450563557,15,6,0.6,5,0.666885929,0,0.2
Populations,20,Madagascar,107,26,11.75,5,14.25,21,5.5,3.75,5.75,2,9.604686356,0,0,20,2,0.548076923,4,-0.055555556,0,0.25
Populations,20,Madagascar,108,26,13,7,13,19,5.75,2.5,4,1.5,8.524474568,2,0.234618566,25,5,0.5,4,0.4,0,0.25
Populations,20,Madagascar,109,26,7.8,7,18.2,19,4.6,3.6,4.4,0.8,2.167948339,1.870828693,0.862948927,10,5,0.7,5,-0.263523138,0,0
Populations,20,Madagascar,110,26,7.75,6.25,18.25,19.75,5.25,3.5,2.75,-0.75,11.5,7.847504911,0.682391731,25,2,0.701923077,4,-0.577350269,0,0.25
Populations,20,Madagascar,111,26,9.25,3.125,16.75,22.875,6,3.25,4,0.75,10.59481005,0.62915287,0.059383119,25,2,0.644230769,4,0.316227766,0,0.25
Populations,20,Madagascar,112,26,6,6.333333333,20,19.66666667,5,3,4,1,1.732050808,0.577350269,0.333333333,8,5,0.769230769,3,1,1,0.666666667
Populations,20,Madagascar,113,26,4.8,2,21.2,24,5.4,3.6,4.6,1,1.095445115,0,0,6,3,0.815384615,5,-0.223606798,0,0
Populations,20,Madagascar,114,26,10,6,16,20,4.8,3.4,4,0.6,6.08276253,1.414213562,0.232495277,18,5,0.615384615,5,-0.135184518,0,0
Populations,20,Madagascar,115,26,10.6,10.82,15.4,15.18,5.4,2.6,3.8,1.2,4.929503018,2.803925819,0.568804971,15,3,0.592307692,5,-0.135184518,1,0.2
Populations,20,Madagascar,117,26,11.25,8,14.75,18,6,3,5,2,7.365459931,0,0,22,6,0.567307692,4,0.894427191,0,0.5
Populations,20,Madagascar,118,26,24.75,5.75,1.25,20.25,5,3,4,1,31.22365556,1.5,0.048040499,15,71,0.048076923,4,0.316227766,0,0.5
Populations,20,Madagascar,119,26,9.5,8,16.5,18,5.75,2.5,3.5,1,4.203173404,1.632993162,0.388514345,15,5,0.634615385,4,-0.4,0,0.25
Populations,20,Madagascar,120,26,5,6.75,21,19.25,5.75,3.25,5.25,2,3.829708431,8.845903006,2.30981109,10,2,0.807692308,4,-0.055555556,1,0.25
Populations,20,Madagascar,121,26,5,3,21,23,3.8,4.2,5.4,1.2,2.236067977,1.732050808,0.774596669,8,2,0.807692308,5,-0.564288094,0,0
Populations,20,Madagascar,122,26,14.6,2.2,11.4,23.8,5,3.4,4.6,1.2,16.45600194,0.447213595,0.027176321,30,2,0.438461538,5,-0.289473684,0,0
Populations,20,Madagascar,123,26,5,4.4,21,21.6,5.2,4,4.6,0.6,2.121320344,1.673320053,0.788810638,8,3,0.807692308,5,0.263157895,0,0
Populations,20,Madagascar,124,26,4.75,3.75,21.25,22.25,6,2.5,4.25,1.75,1.707825128,1.258305739,0.736788398,7,3,0.817307692,4,0,0,0.25
Populations,20,Madagascar,125,26,9.25,9.5,16.75,16.5,6.5,2.25,3.25,1,4.031128874,1,0.248069469,14,5,0.644230769,4,-0.105409255,1,0.5
Populations,20,Madagascar,126,26,13.75,17,12.25,9,5.25,3.5,4.25,0.75,11.92686044,9.626352719,0.807115399,25,2,0.471153846,4,0.25819889,1,0.5
Populations,20,Madagascar,127,26,8.333333333,9,17.66666667,17,5.666666667,1.666666667,1.666666667,0,5.773502692,5.291502622,0.916515139,15,5,0.679487179,3,0.5,1,0.333333333
Populations,20,Madagascar,128,26,10.33333333,6.666666667,15.66666667,19.33333333,4.333333333,3,5,2,4.041451884,1.527525232,0.377964473,15,8,0.602564103,3,-0.866025404,0,0
Populations,20,Madagascar,129,26,21.2,2.4,4.8,23.6,5.4,3.2,5.2,2,28.83920942,0.547722558,0.018992288,25,70,0.184615385,5,-0.872081599,0,0.2
Populations,20,Madagascar,130,26,19.2,9.6,6.8,16.4,6,1.8,5,3.2,11.25610945,0.894427191,0.079461487,24,7,0.261538462,5,-0.105409255,0,0.2
Populations,20,Madagascar,131,26,22.6,16.4,3.4,9.6,5,4.2,3.8,-0.4,25.05593742,12.03328717,0.480256913,6,50,0.130769231,5,0.176776695,0,0.8
Populations,20,Madagascar,132,26,13.6,3.6,12.4,22.4,5.4,3.2,4.4,1.2,13.01153335,2.50998008,0.19290425,25,2,0.476923077,5,0,0,0
Populations,20,Madagascar,133,26,11.8,13.6,14.2,12.4,5.8,2.4,3.8,1.4,8.136338243,2.607680962,0.320498102,20,2,0.546153846,5,-0.526315789,1,0.6
Populations,20,Madagascar,134,26,8.6,2.2,17.4,23.8,5,3.2,4.2,1,8.324662155,0.447213595,0.053721531,20,2,0.669230769,5,0.342105263,0,0
Populations,20,Madagascar,135,26,22.8,23,3.2,3,4.4,3.2,3.2,0,18.14386949,15.65247584,0.862686752,28,50,0.123076923,5,-0.289473684,1,0.2
Populations,20,Madagascar,136,26,6.5,9,19.5,17,5.5,2.25,4.25,2,1.732050808,4.082482905,2.357022604,8,5,0.75,4,0.942809042,1,0.75
Populations,20,Madagascar,137,26,15.6,7.6,10.4,18.4,6.2,2.8,3.6,0.8,10.21273715,2.50998008,0.245769576,25,5,0.4,5,-0.892217816,0,0
Populations,20,Madagascar,138,26,13,7.4,13,18.6,4.6,4,5.6,1.6,10.88577053,2.302172887,0.211484606,30,3,0.5,5,0.223606798,0,0.2
Populations,20,Madagascar,139,26,13.6,4,12.4,22,5.6,3,4,1,15.77339532,2.34520788,0.148681234,19,2,0.476923077,5,-0.316227766,0,0.2
Populations,20,Madagascar,140,26,11.7,16.5,14.3,9.5,5.75,4.5,6,1.5,8.730788433,9.712534856,1.11244648,22,1.8,0.55,4,-0.774596669,1,0.75
Populations,20,Madagascar,141,26,18.8,20.2,7.2,5.8,5.6,3.4,4.2,0.8,26.04227333,19.62651268,0.75364053,11,65,0.276923077,5,0.359092423,1,0.8
Populations,20,Madagascar,142,26,16,7.2,10,18.8,5.6,2.2,4,1.8,14.81553239,1.923538406,0.129832554,20,3,0.384615385,5,0.051298918,0,0.2
Populations,20,Madagascar,143,26,11.5,8.75,14.5,17.25,6,2.5,4,1.5,10.40833,5.560275773,0.534214016,27,5,0.557692308,4,-0.447213595,0,0
Populations,20,Madagascar,144,26,4.75,2,21.25,24,6,3.5,5.5,2,4.856267428,0,0,12,2,0.817307692,4,0.544331054,0,0
Populations,20,Madagascar,145,26,6,3.6,20,22.4,6.2,3.4,4,0.6,5.196152423,0.894427191,0.172132593,15,2,0.769230769,5,-0.763157895,0,0.2
Populations,20,Madagascar,146,26,6.2,2.8,19.8,23.2,5.6,2,3,1,6.016643583,1.095445115,0.182069139,15,2,0.761538462,5,0,0,0
Populations,20,Madagascar,147,26,5,2,21,24,5.25,2.5,4.25,1.75,3.559026084,0,0,10,2,0.807692308,4,0.4,0,0
Populations,20,Madagascar,148,26,11.33333333,10.66666667,14.66666667,15.33333333,5.666666667,3.333333333,3.333333333,0,6.350852961,4.041451884,0.636363636,15,4,0.564102564,3,-0.866025404,0,0.333333333
